,fid,nunivotcda,cocursodag,cocdadesag,max
21018,9143,9.0,863193272,8631932,
21019,9144,9.0,863193242,86319324,7.275
21020,9144,9.0,863193242,86319324,7.275
21021,9144,9.0,863193242,86319324,7.275
21022,9145,9.0,863193874,8631938,7.2749999999999995
21023,9146,9.0,863193252,8631932,7.275
21024,9146,9.0,863193252,8631932,7.275
21025,9146,9.0,863193252,8631932,
21026,9146,9.0,863193252,8631932,
21027,9147,10.0,8631932522,863193252,
21028,9147,10.0,8631932522,863193252,
21029,9148,10.0,8631932532,8631932,7.275
21030,9148,10.0,8631932532,8631932,7.275
21031,9149,10.0,8631932534,8631932,
21032,9149,10.0,8631932534,8631932,
21033,9149,10.0,8631932534,8631932,
21034,9150,11.0,86319325342,8631932534,7.275
21035,9151,9.0,863193254,8631932,
21036,9151,9.0,863193254,8631932,
21037,9151,9.0,863193254,8631932,
21038,9152,10.0,8631932542,863193254,
21039,9152,10.0,8631932542,863193254,
21040,9152,10.0,8631932542,863193254,
21041,9153,10.0,8631932552,8631932,
21042,9153,10.0,8631932552,8631932,
