,fid,nunivotcda,cocursodag,cocdadesag,max
0,65,6.0,863148,86314,7.275
1,65,6.0,863148,86314,7.275
2,65,6.0,863148,86314,7.2749999999999995
3,65,6.0,863148,86314,7.2749999999999995
4,65,6.0,863148,86314,7.2749999999999995
5,65,6.0,863148,86314,7.275
6,65,6.0,863148,86314,7.275
7,65,6.0,863148,86314,7.275
8,65,6.0,863148,86314,7.2749999999999995
9,65,6.0,863148,86314,7.275
10,65,6.0,863148,86314,7.275
11,65,6.0,863148,86314,7.275
12,65,6.0,863148,86314,7.2749999999999995
13,65,6.0,863148,86314,7.275
14,65,6.0,863148,86314,7.275
15,65,6.0,863148,86314,7.275
16,65,6.0,863148,86314,7.275
17,2433,9.0,863136462,86313646,7.275
18,2433,9.0,863136462,86313646,7.275
19,2485,8.0,86313636,863136,7.275
20,2485,8.0,86313636,863136,7.275
21,2485,8.0,86313636,863136,7.275
22,2485,8.0,86313636,863136,7.275
23,2487,9.0,863136364,86313636,7.2749999999999995
24,2487,9.0,863136364,86313636,7.2749999999999995
25,2493,8.0,86313644,8631364,7.275
26,2493,8.0,86313644,8631364,7.275
27,2493,8.0,86313644,8631364,7.275
28,2493,8.0,86313644,8631364,7.275
29,2493,8.0,86313644,8631364,7.275
30,2493,8.0,86313644,8631364,7.275
31,2493,8.0,86313644,8631364,7.275
32,2495,7.0,8631364,863136,7.275
33,2495,7.0,8631364,863136,7.275
34,2495,7.0,8631364,863136,7.275
35,2495,7.0,8631364,863136,7.275
36,2495,7.0,8631364,863136,7.275
37,2495,7.0,8631364,863136,7.275
38,2495,7.0,8631364,863136,7.275
39,2495,7.0,8631364,863136,7.275
40,2495,7.0,8631364,863136,7.275
41,2495,7.0,8631364,863136,7.275
42,2496,9.0,863136442,86313644,7.275
43,2496,9.0,863136442,86313644,7.275
44,2496,9.0,863136442,86313644,7.275
45,2497,10.0,8631364422,863136442,7.275
46,2497,10.0,8631364422,863136442,7.275
47,2498,9.0,863136444,86313644,7.275
48,2498,9.0,863136444,86313644,7.275
49,2499,9.0,863136446,86313644,7.275
50,2499,9.0,863136446,86313644,7.275
51,2500,9.0,863136448,86313644,7.275
52,2500,9.0,863136448,86313644,7.275
53,2502,8.0,86313646,8631364,7.275
54,2502,8.0,86313646,8631364,7.275
55,2502,8.0,86313646,8631364,7.275
56,2507,9.0,863136492,8631364,7.2749999999999995
57,2507,9.0,863136492,8631364,7.2749999999999995
58,2508,9.0,863136494,8631364,7.275
59,2508,9.0,863136494,8631364,7.275
60,2509,9.0,863136496,8631364,7.275
61,2509,9.0,863136496,8631364,7.275
62,2544,7.0,8631368,863136,7.2749999999999995
63,2544,7.0,8631368,863136,7.275
64,2544,7.0,8631368,863136,7.275
65,2544,7.0,8631368,863136,7.275
66,2544,7.0,8631368,863136,7.275
67,2544,7.0,8631368,863136,7.2749999999999995
68,2544,7.0,8631368,863136,7.275
69,2544,7.0,8631368,863136,7.2749999999999995
70,2544,7.0,8631368,863136,7.275
71,2544,7.0,8631368,863136,7.275
72,2544,7.0,8631368,863136,7.275
73,2544,7.0,8631368,863136,7.275
74,2544,7.0,8631368,863136,7.2749999999999995
75,2544,7.0,8631368,863136,7.275
76,2546,9.0,863136844,86313684,7.275
77,2546,9.0,863136844,86313684,7.275
78,2547,9.0,863136846,86313684,7.275
79,2547,9.0,863136846,86313684,7.275
80,2548,8.0,86313682,8631368,7.275
81,2548,8.0,86313682,8631368,7.2749999999999995
82,2548,8.0,86313682,8631368,7.275
83,2548,8.0,86313682,8631368,7.275
84,2556,8.0,86313684,8631368,7.2749999999999995
85,2556,8.0,86313684,8631368,7.2749999999999995
86,2556,8.0,86313684,8631368,7.275
87,2556,8.0,86313684,8631368,7.275
88,2556,8.0,86313684,8631368,7.275
89,2563,9.0,863136886,86313688,7.2749999999999995
90,2563,9.0,863136886,86313688,7.275
91,2564,9.0,863136888,86313688,7.2749999999999995
92,2564,9.0,863136888,86313688,7.2749999999999995
93,2564,9.0,863136888,86313688,7.275
94,2565,10.0,8631368882,863136888,7.2749999999999995
95,2565,10.0,8631368882,863136888,7.2749999999999995
96,2565,10.0,8631368882,863136888,7.2749999999999995
97,2569,9.0,863136874,8631368,7.275
98,2569,9.0,863136874,8631368,7.275
99,2570,10.0,8631368742,863136874,7.2749999999999995
100,2570,10.0,8631368742,863136874,7.275
101,2573,10.0,8631368884,863136888,7.2749999999999995
102,2573,10.0,8631368884,863136888,7.275
103,2576,8.0,86313688,8631368,7.2749999999999995
104,2576,8.0,86313688,8631368,7.275
105,2576,8.0,86313688,8631368,7.275
106,2576,8.0,86313688,8631368,7.2749999999999995
107,2576,8.0,86313688,8631368,7.275
108,2576,8.0,86313688,8631368,7.2749999999999995
109,2576,8.0,86313688,8631368,7.2749999999999995
110,2576,8.0,86313688,8631368,7.2749999999999995
111,2576,8.0,86313688,8631368,7.275
112,2576,8.0,86313688,8631368,7.2749999999999995
113,2577,9.0,863136882,86313688,7.275
114,2577,9.0,863136882,86313688,7.275
115,2578,9.0,863136884,86313688,7.275
116,2578,9.0,863136884,86313688,7.275
117,2578,9.0,863136884,86313688,7.275
118,2579,10.0,8631368842,863136884,7.275
119,2580,11.0,86313688422,8631368842,7.275
120,5123,5.0,86314,86,7.275
121,5123,5.0,86314,86,7.275
122,5123,5.0,86314,86,7.275
123,5123,5.0,86314,86,7.275
124,5123,5.0,86314,86,7.275
125,5123,5.0,86314,86,7.275
126,5123,5.0,86314,86,7.275
127,5123,5.0,86314,86,7.275
128,5123,5.0,86314,86,7.275
129,5123,5.0,86314,86,7.275
130,5123,5.0,86314,86,7.275
131,5123,5.0,86314,86,7.275
132,5123,5.0,86314,86,7.275
133,5123,5.0,86314,86,7.275
134,5123,5.0,86314,86,7.275
135,5123,5.0,86314,86,7.275
136,5123,5.0,86314,86,7.275
137,5123,5.0,86314,86,7.275
138,5123,5.0,86314,86,7.275
139,5123,5.0,86314,86,7.2749999999999995
140,5123,5.0,86314,86,7.275
141,5123,5.0,86314,86,7.275
142,5123,5.0,86314,86,7.275
143,5123,5.0,86314,86,7.2749999999999995
144,5123,5.0,86314,86,7.2749999999999995
145,5123,5.0,86314,86,7.2749999999999995
146,5123,5.0,86314,86,7.275
147,5123,5.0,86314,86,7.275
148,5123,5.0,86314,86,7.275
149,5123,5.0,86314,86,7.2749999999999995
150,5123,5.0,86314,86,7.275
151,5123,5.0,86314,86,7.2749999999999995
152,5123,5.0,86314,86,7.275
153,5123,5.0,86314,86,7.275
154,5123,5.0,86314,86,7.275
155,5123,5.0,86314,86,7.275
156,5123,5.0,86314,86,7.275
157,5123,5.0,86314,86,7.275
158,5123,5.0,86314,86,7.275
159,5123,5.0,86314,86,7.275
160,5123,5.0,86314,86,7.2749999999999995
161,5123,5.0,86314,86,7.2749999999999995
162,5123,5.0,86314,86,7.2749999999999995
163,5123,5.0,86314,86,7.275
164,5123,5.0,86314,86,7.2749999999999995
165,5123,5.0,86314,86,7.2749999999999995
166,5123,5.0,86314,86,7.275
167,5123,5.0,86314,86,7.275
168,5123,5.0,86314,86,7.275
169,5123,5.0,86314,86,7.275
170,5123,5.0,86314,86,7.275
171,5123,5.0,86314,86,7.275
172,5123,5.0,86314,86,7.2749999999999995
173,5123,5.0,86314,86,7.2749999999999995
174,5123,5.0,86314,86,7.275
175,5123,5.0,86314,86,7.275
176,5123,5.0,86314,86,7.2749999999999995
177,5123,5.0,86314,86,7.2749999999999995
178,5123,5.0,86314,86,7.275
179,5145,8.0,86314452,863144,7.275
180,5145,8.0,86314452,863144,7.275
181,5158,6.0,863144,86314,7.275
182,5158,6.0,863144,86314,7.2749999999999995
183,5158,6.0,863144,86314,7.275
184,5158,6.0,863144,86314,7.275
185,5158,6.0,863144,86314,7.275
186,5158,6.0,863144,86314,7.275
187,5158,6.0,863144,86314,7.275
188,5158,6.0,863144,86314,7.275
189,5158,6.0,863144,86314,7.275
190,5158,6.0,863144,86314,7.275
191,5158,6.0,863144,86314,7.275
192,5158,6.0,863144,86314,7.275
193,5158,6.0,863144,86314,7.275
194,5158,6.0,863144,86314,7.2749999999999995
195,5158,6.0,863144,86314,7.2749999999999995
196,5158,6.0,863144,86314,7.2749999999999995
197,5158,6.0,863144,86314,7.275
198,5158,6.0,863144,86314,7.275
199,5158,6.0,863144,86314,7.275
200,5158,6.0,863144,86314,7.275
201,5158,6.0,863144,86314,7.275
202,5158,6.0,863144,86314,7.275
203,5158,6.0,863144,86314,7.275
204,5158,6.0,863144,86314,7.275
205,5159,9.0,863144574,863144,7.2749999999999995
206,5159,9.0,863144574,863144,7.275
207,5163,9.0,863144532,863144,7.275
208,5163,9.0,863144532,863144,7.275
209,5176,7.0,8631442,863144,7.275
210,5176,7.0,8631442,863144,7.275
211,5177,8.0,86314422,8631442,7.275
212,5177,8.0,86314422,8631442,7.275
213,5177,8.0,86314422,8631442,7.275
214,5177,8.0,86314422,8631442,7.275
215,5178,9.0,863144222,86314422,7.275
216,5179,7.0,8631444,863144,7.275
217,5179,7.0,8631444,863144,7.275
218,5179,7.0,8631444,863144,7.275
219,5180,8.0,86314442,8631444,7.275
220,5180,8.0,86314442,8631444,7.275
221,5181,9.0,863144512,863144,7.2749999999999995
222,5181,9.0,863144512,863144,7.275
223,5182,8.0,86314454,863144,7.275
224,5182,8.0,86314454,863144,7.2749999999999995
225,5183,8.0,86314456,863144,7.275
226,5183,8.0,86314456,863144,7.275
227,5184,9.0,863144572,863144,7.275
228,5184,9.0,863144572,863144,7.275
229,5186,8.0,86314458,863144,7.275
230,5186,8.0,86314458,863144,7.275
231,5187,7.0,8631446,863144,7.2749999999999995
232,5187,7.0,8631446,863144,7.275
233,5188,7.0,8631448,863144,7.2749999999999995
234,5188,7.0,8631448,863144,7.275
235,5188,7.0,8631448,863144,7.275
236,5190,8.0,86314482,8631448,7.275
237,5190,8.0,86314482,8631448,7.275
238,5191,9.0,863144912,863144,7.2749999999999995
239,5191,9.0,863144912,863144,7.2749999999999995
240,5192,9.0,863144914,863144,7.2749999999999995
241,5192,9.0,863144914,863144,7.275
242,5193,8.0,86314498,863144,7.2749999999999995
243,5193,8.0,86314498,863144,7.275
244,5193,8.0,86314498,863144,7.2749999999999995
245,5194,8.0,86314492,863144,7.275
246,5194,8.0,86314492,863144,7.275
247,5195,9.0,863144932,863144,7.275
248,5195,9.0,863144932,863144,7.275
249,5196,8.0,86314494,863144,7.2749999999999995
250,5196,8.0,86314494,863144,7.275
251,5197,9.0,863144952,863144,7.275
252,5197,9.0,863144952,863144,7.275
253,5197,9.0,863144952,863144,7.275
254,5197,9.0,863144952,863144,7.275
255,5198,10.0,8631449522,863144952,7.275
256,5198,10.0,8631449522,863144952,7.275
257,5199,8.0,86314496,863144,7.275
258,5199,8.0,86314496,863144,7.275
259,5200,9.0,863144972,863144,7.275
260,5200,9.0,863144972,863144,7.275
261,5203,8.0,86314554,86314,7.2749999999999995
262,5203,8.0,86314554,86314,7.275
263,5205,7.0,8631452,86314,7.2749999999999995
264,5205,7.0,8631452,86314,7.275
265,5205,7.0,8631452,86314,7.275
266,5205,7.0,8631452,86314,7.2749999999999995
267,5205,7.0,8631452,86314,7.2749999999999995
268,5205,7.0,8631452,86314,7.275
269,5209,8.0,86314524,8631452,7.2749999999999995
270,5209,8.0,86314524,8631452,7.2749999999999995
271,5210,8.0,86314526,8631452,7.2749999999999995
272,5210,8.0,86314526,8631452,7.275
273,5210,8.0,86314526,8631452,7.275
274,5211,9.0,863145262,86314526,7.275
275,5211,9.0,863145262,86314526,7.275
276,5211,9.0,863145262,86314526,7.275
277,5212,10.0,8631452622,863145262,7.275
278,5212,10.0,8631452622,863145262,7.275
279,5213,7.0,8631454,86314,7.2749999999999995
280,5213,7.0,8631454,86314,7.275
281,5214,8.0,86314552,86314,7.275
282,5216,7.0,8631456,86314,7.2749999999999995
283,5216,7.0,8631456,86314,7.275
284,5216,7.0,8631456,86314,7.275
285,5217,8.0,86314562,8631456,7.275
286,5217,8.0,86314562,8631456,7.275
287,5218,7.0,8631458,86314,7.2749999999999995
288,5218,7.0,8631458,86314,7.275
289,5218,7.0,8631458,86314,7.275
290,5218,7.0,8631458,86314,7.2749999999999995
291,5218,7.0,8631458,86314,7.275
292,5218,7.0,8631458,86314,7.2749999999999995
293,5218,7.0,8631458,86314,7.2749999999999995
294,5218,7.0,8631458,86314,7.2749999999999995
295,5218,7.0,8631458,86314,7.2749999999999995
296,5218,7.0,8631458,86314,7.2749999999999995
297,5219,8.0,86314582,8631458,7.275
298,5219,8.0,86314582,8631458,7.275
299,5219,8.0,86314582,8631458,7.275
300,5220,8.0,86314584,8631458,7.2749999999999995
301,5220,8.0,86314584,8631458,7.2749999999999995
302,5221,8.0,86314586,8631458,7.2749999999999995
303,5222,8.0,86314588,8631458,7.2749999999999995
304,5222,8.0,86314588,8631458,7.275
305,5222,8.0,86314588,8631458,7.2749999999999995
306,5223,9.0,863145892,8631458,7.2749999999999995
307,5224,6.0,863146,86314,7.275
308,5224,6.0,863146,86314,7.275
309,5224,6.0,863146,86314,7.275
310,5224,6.0,863146,86314,7.275
311,5224,6.0,863146,86314,7.275
312,5224,6.0,863146,86314,7.275
313,5224,6.0,863146,86314,7.275
314,5225,7.0,8631462,863146,7.275
315,5225,7.0,8631462,863146,7.275
316,5226,8.0,86314632,863146,7.275
317,5226,8.0,86314632,863146,7.275
318,5227,8.0,86314762,8631476,7.275
319,5227,8.0,86314762,8631476,7.275
320,5228,9.0,863147612,8631476,7.275
321,5228,9.0,863147612,8631476,7.275
322,5230,7.0,8631464,863146,7.2749999999999995
323,5230,7.0,8631464,863146,7.275
324,5230,7.0,8631464,863146,7.2749999999999995
325,5230,7.0,8631464,863146,7.2749999999999995
326,5230,7.0,8631464,863146,7.275
327,5230,7.0,8631464,863146,7.2749999999999995
328,5230,7.0,8631464,863146,7.275
329,5231,8.0,86314642,8631464,7.275
330,5231,8.0,86314642,8631464,7.275
331,5232,8.0,86314644,8631464,7.2749999999999995
332,5232,8.0,86314644,8631464,7.275
333,5233,8.0,86314646,8631464,7.2749999999999995
334,5233,8.0,86314646,8631464,7.2749999999999995
335,5234,7.0,8631466,863146,7.275
336,5234,7.0,8631466,863146,7.275
337,5235,9.0,863147632,8631476,7.275
338,5235,9.0,863147632,8631476,7.275
339,5236,9.0,863147634,8631476,7.2749999999999995
340,5236,9.0,863147634,8631476,7.275
341,5237,9.0,863147636,8631476,7.275
342,5237,9.0,863147636,8631476,7.275
343,5239,8.0,86314712,86314,7.275
344,5239,8.0,86314712,86314,7.275
345,5240,7.0,8631472,86314,7.275
346,5240,7.0,8631472,86314,7.275
347,5240,7.0,8631472,86314,7.2749999999999995
348,5240,7.0,8631472,86314,7.2749999999999995
349,5241,8.0,86314722,8631472,7.275
350,5241,8.0,86314722,8631472,7.275
351,5242,8.0,86314724,8631472,7.2749999999999995
352,5242,8.0,86314724,8631472,7.2749999999999995
353,5243,7.0,8631474,86314,7.2749999999999995
354,5243,7.0,8631474,86314,7.275
355,5243,7.0,8631474,86314,7.2749999999999995
356,5244,8.0,86314742,8631474,7.2749999999999995
357,5244,8.0,86314742,8631474,7.2749999999999995
358,5245,7.0,8631476,86314,7.2749999999999995
359,5245,7.0,8631476,86314,7.275
360,5245,7.0,8631476,86314,7.275
361,5245,7.0,8631476,86314,7.275
362,5245,7.0,8631476,86314,7.275
363,5245,7.0,8631476,86314,7.275
364,5245,7.0,8631476,86314,7.275
365,5245,7.0,8631476,86314,7.275
366,5245,7.0,8631476,86314,7.2749999999999995
367,5245,7.0,8631476,86314,7.275
368,5245,7.0,8631476,86314,7.275
369,5245,7.0,8631476,86314,7.275
370,5245,7.0,8631476,86314,7.275
371,5245,7.0,8631476,86314,7.275
372,5245,7.0,8631476,86314,7.275
373,5245,7.0,8631476,86314,7.275
374,5245,7.0,8631476,86314,7.275
375,5245,7.0,8631476,86314,7.275
376,5246,8.0,86314764,8631476,7.275
377,5246,8.0,86314764,8631476,7.275
378,5246,8.0,86314764,8631476,7.275
379,5247,9.0,863147642,86314764,7.2749999999999995
380,5247,9.0,863147642,86314764,7.275
381,5248,8.0,86314766,8631476,7.2749999999999995
382,5248,8.0,86314766,8631476,7.275
383,5249,9.0,863147672,8631476,7.275
384,5250,8.0,86314768,8631476,7.275
385,5250,8.0,86314768,8631476,7.275
386,5250,8.0,86314768,8631476,7.275
387,5251,9.0,863147682,86314768,7.2749999999999995
388,5251,9.0,863147682,86314768,7.275
389,5252,9.0,863147692,8631476,7.275
390,5252,9.0,863147692,8631476,7.275
391,5252,9.0,863147692,8631476,7.275
392,5253,9.0,863147694,8631476,7.2749999999999995
393,5253,9.0,863147694,8631476,7.2749999999999995
394,5253,9.0,863147694,8631476,7.275
395,5254,10.0,8631476942,863147694,7.2749999999999995
396,5254,10.0,8631476942,863147694,7.275
397,5254,10.0,8631476942,863147694,7.2749999999999995
398,5255,9.0,863147696,8631476,7.275
399,5255,9.0,863147696,8631476,7.275
400,5256,9.0,863147698,8631476,7.275
401,5256,9.0,863147698,8631476,7.275
402,5257,7.0,8631478,86314,7.2749999999999995
403,5257,7.0,8631478,86314,7.275
404,5257,7.0,8631478,86314,7.275
405,5257,7.0,8631478,86314,7.275
406,5257,7.0,8631478,86314,7.275
407,5257,7.0,8631478,86314,7.275
408,5257,7.0,8631478,86314,7.2749999999999995
409,5257,7.0,8631478,86314,7.275
410,5257,7.0,8631478,86314,7.275
411,5257,7.0,8631478,86314,7.2749999999999995
412,5257,7.0,8631478,86314,7.2749999999999995
413,5257,7.0,8631478,86314,7.2749999999999995
414,5257,7.0,8631478,86314,7.2749999999999995
415,5257,7.0,8631478,86314,7.275
416,5257,7.0,8631478,86314,7.2749999999999995
417,5257,7.0,8631478,86314,7.275
418,5257,7.0,8631478,86314,7.275
419,5257,7.0,8631478,86314,7.275
420,5257,7.0,8631478,86314,7.2749999999999995
421,5257,7.0,8631478,86314,7.275
422,5258,9.0,863147812,8631478,7.275
423,5258,9.0,863147812,8631478,7.275
424,5259,9.0,863147814,8631478,7.275
425,5259,9.0,863147814,8631478,7.275
426,5260,8.0,86314782,8631478,7.275
427,5260,8.0,86314782,8631478,7.275
428,5261,9.0,863147832,8631478,7.2749999999999995
429,5261,9.0,863147832,8631478,7.275
430,5262,10.0,8631478332,8631478,7.2749999999999995
431,5262,10.0,8631478332,8631478,7.2749999999999995
432,5263,10.0,8631478334,8631478,7.275
433,5263,10.0,8631478334,8631478,7.275
434,5264,9.0,863147834,8631478,7.2749999999999995
435,5264,9.0,863147834,8631478,7.2749999999999995
436,5264,9.0,863147834,8631478,7.2749999999999995
437,5265,9.0,863147836,8631478,7.2749999999999995
438,5265,9.0,863147836,8631478,7.2749999999999995
439,5266,9.0,863147838,8631478,7.275
440,5266,9.0,863147838,8631478,7.2749999999999995
441,5267,8.0,86314784,8631478,7.2749999999999995
442,5267,8.0,86314784,8631478,7.2749999999999995
443,5267,8.0,86314784,8631478,7.2749999999999995
444,5268,9.0,863147842,86314784,7.2749999999999995
445,5268,9.0,863147842,86314784,7.2749999999999995
446,5269,8.0,86314786,8631478,7.2749999999999995
447,5269,8.0,86314786,8631478,7.2749999999999995
448,5269,8.0,86314786,8631478,7.275
449,5269,8.0,86314786,8631478,7.275
450,5269,8.0,86314786,8631478,7.2749999999999995
451,5270,9.0,863147862,86314786,7.2749999999999995
452,5270,9.0,863147862,86314786,7.2749999999999995
453,5271,9.0,863147864,86314786,7.275
454,5271,9.0,863147864,86314786,7.275
455,5272,9.0,863147872,8631478,7.2749999999999995
456,5272,9.0,863147872,8631478,7.275
457,5272,9.0,863147872,8631478,7.275
458,5273,10.0,8631478722,863147872,7.275
459,5273,10.0,8631478722,863147872,7.275
460,5274,9.0,863147874,8631478,7.275
461,5274,9.0,863147874,8631478,7.275
462,5275,9.0,863147876,8631478,7.2749999999999995
463,5275,9.0,863147876,8631478,7.275
464,5275,9.0,863147876,8631478,7.275
465,5276,10.0,8631478762,863147876,7.2749999999999995
466,5276,10.0,8631478762,863147876,7.2749999999999995
467,5276,10.0,8631478762,863147876,7.2749999999999995
468,5277,8.0,86314788,8631478,7.275
469,5278,8.0,86314812,863148,7.2749999999999995
470,5278,8.0,86314812,863148,7.275
471,5279,8.0,86314814,863148,7.2749999999999995
472,5279,8.0,86314814,863148,7.275
473,5280,8.0,86314816,863148,7.2749999999999995
474,5280,8.0,86314816,863148,7.2749999999999995
475,5281,9.0,863148172,863148,7.2749999999999995
476,5281,9.0,863148172,863148,7.2749999999999995
477,5281,9.0,863148172,863148,7.2749999999999995
478,5282,8.0,86314818,863148,7.275
479,5282,8.0,86314818,863148,7.275
480,5283,9.0,863148192,863148,7.275
481,5283,9.0,863148192,863148,7.275
482,5284,9.0,863148194,863148,7.2749999999999995
483,5284,9.0,863148194,863148,7.2749999999999995
484,5287,7.0,8631482,863148,7.2749999999999995
485,5287,7.0,8631482,863148,7.2749999999999995
486,5288,7.0,8631484,863148,7.275
487,5288,7.0,8631484,863148,7.275
488,5299,7.0,8631494,86314,7.275
489,5299,7.0,8631494,86314,7.275
490,5299,7.0,8631494,86314,7.275
491,5299,7.0,8631494,86314,7.275
492,5299,7.0,8631494,86314,7.275
493,5301,7.0,8631492,86314,7.275
494,5301,7.0,8631492,86314,7.275
495,5301,7.0,8631492,86314,7.275
496,5301,7.0,8631492,86314,7.275
497,5304,8.0,86314952,86314,7.275
498,5305,8.0,86314954,86314,7.275
499,5305,8.0,86314954,86314,7.275
500,5309,8.0,86314972,86314,7.2749999999999995
501,5309,8.0,86314972,86314,7.275
502,5309,8.0,86314972,86314,7.275
503,5310,9.0,863149722,86314972,7.275
504,5310,9.0,863149722,86314972,7.275
505,5314,7.0,8631496,86314,7.275
506,5314,7.0,8631496,86314,7.2749999999999995
507,5314,7.0,8631496,86314,7.275
508,5314,7.0,8631496,86314,7.275
509,5314,7.0,8631496,86314,7.275
510,7607,8.0,86317674,863176,7.275
511,7607,8.0,86317674,863176,7.275
512,7607,8.0,86317674,863176,7.275
513,7630,9.0,863176774,863176,7.2749999999999995
514,7630,9.0,863176774,863176,7.275
515,7630,9.0,863176774,863176,7.275
516,17,5.0,86318,86,7.275
517,17,5.0,86318,86,7.275
518,17,5.0,86318,86,7.275
519,17,5.0,86318,86,7.275
520,17,5.0,86318,86,7.275
521,17,5.0,86318,86,7.275
522,17,5.0,86318,86,7.275
523,17,5.0,86318,86,7.275
524,17,5.0,86318,86,7.275
525,17,5.0,86318,86,7.275
526,17,5.0,86318,86,7.275
527,17,5.0,86318,86,7.275
528,17,5.0,86318,86,7.275
529,17,5.0,86318,86,7.2749999999999995
530,17,5.0,86318,86,7.2749999999999995
531,17,5.0,86318,86,7.275
532,17,5.0,86318,86,7.275
533,17,5.0,86318,86,7.275
534,17,5.0,86318,86,7.2749999999999995
535,17,5.0,86318,86,7.2749999999999995
536,17,5.0,86318,86,7.275
537,17,5.0,86318,86,7.275
538,17,5.0,86318,86,7.275
539,17,5.0,86318,86,7.275
540,17,5.0,86318,86,7.275
541,17,5.0,86318,86,7.275
542,17,5.0,86318,86,7.275
543,17,5.0,86318,86,7.275
544,17,5.0,86318,86,7.275
545,17,5.0,86318,86,7.275
546,17,5.0,86318,86,7.275
547,17,5.0,86318,86,7.275
548,17,5.0,86318,86,7.275
549,17,5.0,86318,86,7.275
550,17,5.0,86318,86,7.2749999999999995
551,17,5.0,86318,86,7.275
552,17,5.0,86318,86,7.275
553,17,5.0,86318,86,7.275
554,17,5.0,86318,86,7.275
555,17,5.0,86318,86,7.275
556,17,5.0,86318,86,7.2749999999999995
557,17,5.0,86318,86,7.275
558,17,5.0,86318,86,7.275
559,17,5.0,86318,86,7.275
560,17,5.0,86318,86,7.275
561,17,5.0,86318,86,7.275
562,17,5.0,86318,86,7.275
563,17,5.0,86318,86,7.275
564,17,5.0,86318,86,7.275
565,17,5.0,86318,86,7.275
566,17,5.0,86318,86,7.275
567,17,5.0,86318,86,7.275
568,17,5.0,86318,86,7.275
569,17,5.0,86318,86,7.275
570,17,5.0,86318,86,7.2749999999999995
571,17,5.0,86318,86,7.275
572,17,5.0,86318,86,7.275
573,17,5.0,86318,86,7.275
574,17,5.0,86318,86,7.275
575,17,5.0,86318,86,7.275
576,17,5.0,86318,86,7.275
577,17,5.0,86318,86,7.275
578,17,5.0,86318,86,7.275
579,17,5.0,86318,86,7.275
580,17,5.0,86318,86,7.275
581,17,5.0,86318,86,7.275
582,17,5.0,86318,86,7.2749999999999995
583,17,5.0,86318,86,7.275
584,17,5.0,86318,86,7.275
585,17,5.0,86318,86,7.275
586,17,5.0,86318,86,7.2749999999999995
587,17,5.0,86318,86,7.275
588,17,5.0,86318,86,7.275
589,17,5.0,86318,86,7.275
590,17,5.0,86318,86,7.275
591,17,5.0,86318,86,7.275
592,17,5.0,86318,86,7.275
593,17,5.0,86318,86,7.275
594,17,5.0,86318,86,7.275
595,17,5.0,86318,86,7.275
596,17,5.0,86318,86,7.275
597,17,5.0,86318,86,7.275
598,17,5.0,86318,86,7.275
599,17,5.0,86318,86,7.275
600,17,5.0,86318,86,7.275
601,17,5.0,86318,86,7.275
602,17,5.0,86318,86,7.275
603,5229,8.0,86314998,86314,7.2749999999999995
604,5229,8.0,86314998,86314,7.275
605,5312,9.0,863149734,86314,7.2749999999999995
606,5312,9.0,863149734,86314,7.275
607,5312,9.0,863149734,86314,7.2749999999999995
608,5313,9.0,863149792,86314,7.275
609,5313,9.0,863149792,86314,7.275
610,5318,8.0,86314974,86314,7.275
611,5321,8.0,86314976,86314,7.275
612,5321,8.0,86314976,86314,7.275
613,5322,8.0,86314978,86314,7.275
614,5322,8.0,86314978,86314,7.275
615,5323,9.0,863149794,86314,7.2749999999999995
616,5323,9.0,863149794,86314,7.275
617,5324,7.0,8631498,86314,7.2749999999999995
618,5324,7.0,8631498,86314,7.275
619,5324,7.0,8631498,86314,7.275
620,5324,7.0,8631498,86314,7.275
621,5324,7.0,8631498,86314,7.275
622,5325,8.0,86314982,8631498,7.275
623,5325,8.0,86314982,8631498,7.275
624,5327,8.0,86314984,8631498,7.2749999999999995
625,5327,8.0,86314984,8631498,7.275
626,5327,8.0,86314984,8631498,7.275
627,5328,9.0,863149842,86314984,7.275
628,5328,9.0,863149842,86314984,7.275
629,5329,8.0,86314986,8631498,7.275
630,5329,8.0,86314986,8631498,7.2749999999999995
631,5330,8.0,86314992,86314,7.2749999999999995
632,5330,8.0,86314992,86314,7.275
633,5330,8.0,86314992,86314,7.275
634,5330,8.0,86314992,86314,7.275
635,5330,8.0,86314992,86314,7.2749999999999995
636,5330,8.0,86314992,86314,7.275
637,5334,8.0,86314994,86314,7.275
638,5334,8.0,86314994,86314,7.275
639,5334,8.0,86314994,86314,7.275
640,5335,9.0,863149942,86314994,7.2749999999999995
641,5335,9.0,863149942,86314994,7.2749999999999995
642,5336,8.0,86314996,86314,7.275
643,7796,8.0,86318696,863186,7.275
644,7813,6.0,863186,86318,7.275
645,7813,6.0,863186,86318,7.275
646,7813,6.0,863186,86318,7.275
647,7813,6.0,863186,86318,7.275
648,7813,6.0,863186,86318,7.2749999999999995
649,7813,6.0,863186,86318,7.275
650,7813,6.0,863186,86318,7.275
651,7813,6.0,863186,86318,7.275
652,7813,6.0,863186,86318,7.275
653,7813,6.0,863186,86318,7.275
654,7813,6.0,863186,86318,7.275
655,7813,6.0,863186,86318,7.275
656,7813,6.0,863186,86318,7.275
657,7813,6.0,863186,86318,7.275
658,7813,6.0,863186,86318,7.275
659,7813,6.0,863186,86318,7.275
660,7813,6.0,863186,86318,7.275
661,7813,6.0,863186,86318,7.275
662,7813,6.0,863186,86318,7.275
663,7813,6.0,863186,86318,7.275
664,7813,6.0,863186,86318,7.2749999999999995
665,7813,6.0,863186,86318,7.275
